snp_name	pheno	Trait	Sample Size	pval_rep	OR_rep	Gene_rep	maf_common	cmb_odds_ratio	cmn_p_val	rare_snps	rare_snps_mafs	rare_snps_pvals	rare_snps_ors	A_cmb
rs660240	pheno_272.11	LDL cholesterol	up to 17,243 white European descent individuals	1E-26	0.04	CELSR2	0.21	0.833824921555	0.0004239383482	exm80759,exm81076	0.0388432810713,0.0229964336182	0.834162587371,0.838333723923	0.0077647517252,0.0481548856368	[[16300, 2263, 32], [3424, 393, 5]]
rs12740374	pheno_272.11	LDL cholesterol	19,840 individuals	2E-42	0.23	CELSR2, PSRC1, SORT1	0.21	0.833824921555	0.0004239383482	exm80759,exm81076	0.0388432810713,0.0229964336182	0.834162587371,0.838333723923	0.0077647517252,0.0481548856368	[[16300, 2263, 32], [3424, 393, 5]]
rs599839	pheno_272.11	LDL cholesterol	11,685 individuals	1E-33	0.16	CELSR2,PSRC1	0.19	0.833824921555	0.0004239383482	exm80759,exm81076	0.0388432810713,0.0229964336182	0.834162587371,0.838333723923	0.0077647517252,0.0481548856368	[[16300, 2263, 32], [3424, 393, 5]]
rs12103	pheno_555	Inflammatory bowel disease	12,924 European ancestry cases, 21,442 European ancestry controls	8E-13	1.10	TNFRSF18,TNFRSF4	0.182	11.4038772213	0.00618574638673	exm2272	0.000151847477645	11.4038772213	0.0202346057344	[[21177, 6], [619, 2]]
rs3790567	pheno_571.6	Primary biliary cirrhosis	453 European ancestry cases, 945 European ancestry controls,	8E-12	1.48	IL12RB2	0.232	14.2446351931	7.62100953347e-05	exm67329	0.00065727383039	14.2446351931	0.000290593439736	[[23233, 28], [233, 4]]
rs2240335	pheno_714.1	Rheumatoid arthritis	801 Korean cases, 757 Korean controls	2E-8	1.50	PADI4	0.4	8.63701067616	0.0127976211973	exm2250297,exm23613	0.000134693740108,0.000134580445461	8.63701067616,8.6368	0.0355384576263,0.0355399216267	[[24270, 5], [1124, 2]]
rs2476601	pheno_714.1	Rheumatoid arthritis	5,539 European ancestry cases, 20,169 European ancestry controls	9E-74	1.94	PTPN22	0.1	1.6947740113	0.0113931711265	exm85400	0.00635956795316	1.6947740113	0.019465152787	[[23998, 295], [1104, 23]]
rs2072499	pheno_187.2	Testicular germ cell tumor	986 European ancestry cases, 4,946 European ancestry controls	3E-8	1.19	SLC25A44	0.35	2.77270729271	0.0144107800222	exm108407	0.0201534217078	2.77270729271	0.0259902452061	[[11343, 443, 6], [52, 6, 0]]
rs599839	pheno_411	Coronary heart disease	22,233 European ancestry cases, 64,762 European ancestry controls	3E-10	1.11	SORT1	0.78	1.65978247649	0.00654134955896	exm80743	0.00228786757284	1.65978247649	0.0136654346902	[[21901, 87, 1], [5478, 37, 0]]
rs12740374	pheno_411	Coronary heart disease	8,090 African American individuals	9E-29	0.18	CELSR2	0.25	0.782712831096	0.00733447994081	exm80613	0.0125841184388	0.782712831096	0.0169085883081	[[21413, 569, 5], [5401, 114, 0]]
rs3126085	pheno_939	Atopic dermatitis	1,012 Han Chinese cases, 1,362 Han Chinese controls	6E-12	1.22	FLG	0.58	5.39835763365	0.00519092622611	exm99687	0.00033668900037	5.39835763365	0.0114783643847	[[24159, 13], [1377, 4]]
rs646776	pheno_411.2	Myocardial infarction (early onset)	2,967 cases, 3,075 controls	8E-12	1.19	CELSR2, PSRC1, SORT1	0.81	2.3423109933	0.000539447907417	exm80547,exm81020,exm80743	8.41127784133e-05,0.00102955195424,0.00228786757284	9.41383001499,2.55610920199,1.90522149953	0.0382938206916,0.0302300410478,0.0429225632313	[[19046, 116, 1], [1441, 21, 0]]
rs17465637	pheno_411.2	Myocardial infarction (early onset)	2,967 cases, 3,075 controls	1E-9	1.14	MIA3	0.72	6.05512172715	0.0108666179283	exm150967	0.000185135317086	6.05512172715	0.0244399379302	[[21970, 7], [1555, 3]]
rs17401966	pheno_155	Hepatocellular carcinoma	348 Chinese ancestry cases, 359 Chinese ancestry controls	2E-18	1.64	KIF1B,UBE4B,PGD	0.72	5.49564518581	0.0011202418861	exm12985	0.00211964201602	5.49564518581	0.00278696503412	[[25252, 101, 1], [221, 5, 0]]
snp_name	pheno	Trait	Sample Size	pval_rep	OR_rep	Gene_rep	maf_common	cmb_odds_ratio	cmn_p_val	rare_snps	rare_snps_mafs	rare_snps_pvals	rare_snps_ors	A_cmb
rs6716753	pheno_555.1	Crohn's disease	Up to 12,924 European ancestry cases, up to 21,442 European ancestry controls	1E-16	1.13	SP140	0.196	16.1111111111	0.00276887008604	exm273513	0.000135011982313	16.1111111111	0.0106721427473	[[21170, 6], [438, 2]]
rs7423615	pheno_555.1	Crohn's disease	6,333 European ancestry cases, 15,056 European ancestry controls	3E-13	1.12	SP140	0.187	16.1111111111	0.00276887008604	exm273513	0.000135011982313	16.1111111111	0.0106721427473	[[21170, 6], [438, 2]]
rs13428812	pheno_555.1	Crohn's disease	6,333 European ancestry cases, 15,056 European ancestry controls	9E-10	1.06	DNMT3A	0.326	7.37246049661	0.0125483654275	exm177559	0.000370195867268	7.37246049661	0.0369770731796	[[21229, 13], [443, 2]]
rs7590720	pheno_317.1	Alcohol dependence	476 European ancestry cases, 1,358 European ancestry controls	1E-8	1.35	PECR	0.29	7.80024622961	0.0101814799693	exm2273365	0.000403768506057	7.80024622961	0.0317126028487	[[25343, 19], [342, 2]]
rs1042034	pheno_272.12	Triglycerides	Up to 96,598 European descent individuals	1E-45	5.99	APOB	0.22	3.42739818495	2.95021950489e-06	exm175914,exm175757,exm175754,exm175670,exm175924,exm175929,exm175743	0.000454209003432,6.72902227306e-05,0.000555443344779,0.000269169947175,0.00331772710431,0.0101110363392,0.000757065948856	14.96215781,29.7948717949,8.96763285024,19.9516908213,3.13009544008,2.2511002445,6.87130177515	0.0102463757817,0.0437263191739,0.0245706758513,0.00633065055507,0.0441087333685,0.0232126089656,0.0385232222267	[[18015, 528, 4], [189, 20, 0]]
rs693	pheno_272.11	Cholesterol, total	22,562 individuals	9E-23	0.10	APOB	0.52	0.858776839196	0.00997671563993	exm175802	0.0412320839782	0.858776839196	0.0225104162616	[[17066, 1498, 31], [3553, 261, 8]]
rs3771570	pheno_185	Prostate cancer	11,085 European ancestry cases, 11,463 European ancestry controls	5E-9	1.12	ANO7, ATG4B, BOK, BOK-AS1, DTYMK, FARP2, HDLBP, SEP2,STK25, THAP4	0.15	1.98313406467	0.00630280143173	exm284448	0.00402059080816	1.98313406467	0.0104457716143	[[9624, 59, 1], [1587, 18, 1]]
rs11676348	pheno_555.2	Ulcerative colitis	6,687 European ancestry cases, 19,718 European ancestry controls	1E-10	1.07	IL8RA, SLC11A1, IL8RB, AAMP, ARPC	0.49	2.60233125508	0.0282554301955	exm264499	0.00304590737749	2.60233125508	0.0495876069357	[[21120, 119], [341, 5]]
rs780093	pheno_274.1	Urate levels	28,283 white individuals	4E-17	5.15	GCKR	0.4	2.09931932893	0.00365163413699	exm181757,exm181683	0.00195154777927,0.00383554269565	2.23522029372,1.76518288397	0.0394617853967,0.0473887812087	[[27794, 216], [1042, 17]]
rs12713956	pheno_272.11	LDL cholesterol	7,861 African American individuals, 3,425 Hispanic individuals	4E-8	4.86	APOB	0.183	2.97650109608	7.14941382054e-07	exm175914,exm175785,exm175743,exm175583,exm175589	0.000454209003432,0.000185085475838,0.000757065948856,0.000605612004576,0.000117761851889	2.84143730887,4.86773179675,2.05968013383,3.24938789787,9.73913043478	0.031399136441,0.0331143897355,0.0485669035061,0.00557972827274,0.00945464930301	[[18528, 57, 1], [3786, 36, 0]]
rs4245791	pheno_272.11	LDL cholesterol	7,861 African American individuals, 3,425 Hispanic individuals	1E-9	5.97	ABCG8	0.143	7.30282796544	0.022233497613	exm190290	0.000100935334096	7.30282796544	0.0377328228914	[[18593, 2], [3819, 3]]
rs2111485	pheno_555	Inflammatory bowel disease	12,924 European ancestry cases, 21,442 European ancestry controls	2E-8	1.07	IFIH1	0.404	1.95845225284	0.00564279176978	exm236840,exm236879	0.00760379516856,8.41127784133e-05	1.74620538624,34.3231017771	0.0430577928171,0.00465016101603	[[20929, 319], [603, 18]]
rs13394619	pheno_615	Endometriosis	3,181 European ancestry cases, 8,075 European ancestry controls, 1,423 Japanese ancestry cases, 1,318 Japanese ancestry controls	6E-9	1.15	GREB1	0.521	46.1806451613	0.00498256011242	exm172888	0.000117777702998	46.1806451613	0.0319887858712	[[14316, 2], [155, 1]]
rs2268361	pheno_256.4	Polycystic ovary syndrome	2,254 Han Chinese cases, 3,001 Han Chinese controls	1E-12	1.15	FSHR	0.504	24.4714285714	0.00850999808708	exm193239	0.000185054338683	24.4714285714	0.0480690639124	[[13704, 5], [112, 1]]
rs13538	pheno_585	Chronic kidney disease	Up to 67,093 European ancestry individuals	5E-14	0.01	NAT8,NAT8B,ALMS1	0.23	0.672836751073	0.00460356039093	exm203026	0.00720150760533	0.672836751073	0.0123607543304	[[21909, 343], [4272, 45]]
rs676210	pheno_272.11	LDL (oxidized)	2,080 European ancestry individuals	3E-47	10.50	apoB	0.77	2.97650109608	7.14941382054e-07	exm175914,exm175785,exm175743,exm175583,exm175589	0.000454209003432,0.000185085475838,0.000757065948856,0.000605612004576,0.000117761851889	2.84143730887,4.86773179675,2.05968013383,3.24938789787,9.73913043478	0.031399136441,0.0331143897355,0.0485669035061,0.00557972827274,0.00945464930301	[[18528, 57, 1], [3786, 36, 0]]
snp_name	pheno	Trait	Sample Size	pval_rep	OR_rep	Gene_rep	maf_common	cmb_odds_ratio	cmn_p_val	rare_snps	rare_snps_mafs	rare_snps_pvals	rare_snps_ors	A_cmb
rs4687552	pheno_295.1	Schizophrenia	5,001 European ancestry cases, 6,243 European ancestry controls, 8,832 cases, 12,067 controls	1E-8	1.09	ITIH3, ALAS1, ALDOAP1, BAP1, C3orf78, DNAH1, GLT8D1, GLYCTK, GNL3, ITIH1, ITIH4, MIR135A1, MIRLET7G, MUSTN1, NEK4, NISCH, NT5DC2, PBRM1, PHF7, PPM1M, RFT1, SEMA3G, SFMBT1, SPCS1, STAB1, TLR9, TMEM110, TNNC1, TWF2, WDR82	0.641	21.5189873418	0.00858224849296	exm323074	0.000336462433969	21.5189873418	0.0495937569487	[[20400, 12], [79, 1]]
rs7640978	pheno_272.11	Cholesterol, total	94,595 Euroepan ancestry individuals	2E-8	0.04	CMTM6	0.09	0.852190622004	0.0225656938345	exm297071	0.0268232760071	0.852190622004	0.0492898263022	[[17559, 1016, 12], [3641, 179, 2]]
rs13098911	pheno_557.1	Celiac disease	4,533 European descent cases, 10,750 European descent controls	3E-17	1.30	CCR1, CCR2, CCRL2, CCR3, CCR5, CCR9	0.1	27.9052631579	0.00602579381052	exm307498	0.000319983832396	27.9052631579	0.0390722497728	[[21208, 10], [76, 1]]
rs11712165	pheno_557.1	Celiac disease	4,533 European descent cases, 10,750 European descent controls	8E-9	1.13	CD80, KTELC1	0.39	15.2864864865	0.0019626279582	exm340044	0.00087480232832	15.2864864865	0.00874695965548	[[21210, 37], [75, 2]]
rs2293370	pheno_571.6	Primary biliary cirrhosis	2,774 European ancestry cases, 9,814 European ancestry controls	3E-11	1.35	CD80	0.8	49.135021097	0.00453800221863	exm340128	6.73128702208e-05	49.135021097	0.0300396156344	[[23290, 2], [237, 1]]
rs11177	pheno_740	Osteoarthritis	7,410 European ancestry cases, 11,009 European ancestry controls	5E-9	1.09	GNL3, GLT8D1	0.38	3.45503142915	0.00556547025121	exm322606	0.000353273669336	3.45503142915	0.00876500941459	[[23429, 13], [4173, 8]]
rs7613051	pheno_939	Atopic dermatitis	1,472 Japanese ancestry cases, 7,971 Japanese ancestry controls	6E-21	1.29	GLB1	0.453	1.68110878456	0.000113960943563	exm297422	0.0144193559242	1.68110878456	0.000204625381884	[[23514, 667, 3], [1318, 62, 1]]
rs2251219	pheno_296	Major mood disorders	6,686 European cases, 9,068 European controls	2E-9	1.14	PBRM1	0.59	1.81444652908	0.0175599348477	exm322384	0.0015476751228	1.81444652908	0.0367457001815	[[20360, 52], [4100, 19]]
rs3197999	pheno_575.1	Primary sclerosing cholangitis	715 European ancestry cases, 2,962 European ancestry controls	1E-16	1.39	MST1	0.28	4.72851779755	0.0022504558196	exm315523	0.00237501684409	4.72851779755	0.00522927433159	[[27206, 124], [232, 5]]
rs3811647	pheno_280	Iron levels	Up to 5,633 European ancestry individuals	3E-47	15.34	TF	0.29	8.12667946257	0.02056673774	exm352202	0.000134589502019	8.12667946257	0.049322908419	[[19053, 3], [1563, 2]]
snp_name	pheno	Trait	Sample Size	pval_rep	OR_rep	Gene_rep	maf_common	cmb_odds_ratio	cmn_p_val	rare_snps	rare_snps_mafs	rare_snps_pvals	rare_snps_ors	A_cmb
rs4698775	pheno_362.2	Age-related macular degeneration	6,713 European ancestry cases, 48,402 European ancestry contols, 110 Southern Indian ancestry cases, 119 Southern Indian ancestry controls, 827 Japanese ancestry cases, 3,323 Japanese ancestry controls	7E-11	1.14	CFI	0.31	2.79998306376	0.0226831687098	exm418323	0.00114401076716	2.79998306376	0.0404088701514	[[26425, 54, 1], [841, 5, 0]]
rs1713985	pheno_362.2	Age-related macular degeneration	827 Japanese ancestry cases, 3,323 Japanese ancestry controls	2E-8	1.30	REST, C4orf14, POLR2B, IGFBP7	0.29	1.26456956172	0.0223780572215	exm2256654	0.0400498098475	1.26456956172	0.0434513960822	[[24412, 2021, 41], [762, 82, 1]]
rs11248060	pheno_332	Parkinson's disease	2,197 cases, 2,061 controls	3E-12	1.21	GAK, DGKQ	0.12	8.1931283906	0.00236482261103	exm379811,exm379651	0.000773941718824,8.41127784133e-05	5.94984243697,31.6429567643	0.0491572290537,0.0412147065214	[[22654, 35], [237, 3]]
rs6599389	pheno_332	Parkinson's disease	3,426 cases, 29,624 controls	4E-8	1.31	GAK	0.075	8.1931283906	0.00236482261103	exm379811,exm379651	0.000773941718824,8.41127784133e-05	5.94984243697,31.6429567643	0.0491572290537,0.0412147065214	[[22654, 35], [237, 3]]
rs6599388	pheno_332	Parkinson's disease	5,333 European ancestry cases, 12,019 European ancestry controls	4E-12	1.16	GAK	0.31	8.1931283906	0.00236482261103	exm379811,exm379651	0.000773941718824,8.41127784133e-05	5.94984243697,31.6429567643	0.0491572290537,0.0412147065214	[[22654, 35], [237, 3]]
rs6831256	pheno_272.11	Cholesterol, total	94,595 Euroepan ancestry individuals	1E-10	0.03	LRPAP1	0.42	0.290557894737	0.000212248912249	exm384642	0.002281176073	0.290557894737	0.000689176235782	[[18402, 100], [3800, 6]]
rs17021918	pheno_185	Prostate cancer	1,854 European ancestry cases, 1,894 European ancestry controls	4E-15	1.11	PDLIM5	0.65	1.51193842287	0.0282148315772	exm414390,exm414362	0.00625820127183,0.00587166459168	1.56642430771,1.66085328604	0.0388253113905,0.0226446608691	[[9567, 116, 0], [1577, 29, 0]]
rs12500426	pheno_185	Prostate cancer	1,854 European ancestry cases, 1,894 European ancestry controls	1E-11	1.08	PDLIM5	0.46	1.66085328604	0.011927925059	exm414362	0.00587166459168	1.66085328604	0.0226446608691	[[9581, 102, 0], [1578, 28, 0]]
rs3774959	pheno_555.2	Ulcerative colitis	Up to 12,924 European ancestry cases, up to 21,442 European ancestry controls	4E-12	1.12	NFKB1,MANBA	0.358	10.315840622	0.00132990720762	exm416053	0.000504693650954	10.315840622	0.00437814968424	[[21230, 18], [343, 3]]
rs4253399	pheno_452	Venous thromboembolism	1,618 European ancestry cases, 42,881 European ancestry controls	3E-14	1.24	F11	0.61	2.98408014973	0.013455634958	exm438115	0.000706571111335	2.98408014973	0.0234264708959	[[22587, 31], [1465, 6]]
rs6536024	pheno_452	Venous thromboembolism	1,618 European ancestry cases, 42,881 European ancestry controls	2E-13	1.25	FGG	0.42	3.52762425544	0.00222427649969	exm430529	0.000824471665096	3.52762425544	0.0040520771491	[[22579, 35], [1463, 8]]
rs7659024	pheno_452	Venous thromboembolism	1,542 European ancestry cases, 1,110 European ancestry controls	2E-13	1.53	FGG, FGA	0.25	4.36039690903	9.00802016626e-05	exm430529,exm430467	0.000824471665096,0.000168248199744	3.52762425544,11.5519414169	0.0040520771491,0.00660520309392	[[22571, 39], [1460, 11]]
rs3756008	pheno_452	Venous thromboembolism	1,542 European ancestry cases, 1,110 European ancestry controls	6E-11	1.40	F11	0.44	2.98408014973	0.013455634958	exm438115	0.000706571111335	2.98408014973	0.0234264708959	[[22587, 31], [1465, 6]]
rs3755955	pheno_743	Bone mineral density	Up to 32,961 European and East Asian ancestry individuals	5E-15	0.06	IDUA	0.16	0.451349682646	7.40049060807e-05	exm379995,exm380218	0.00232864230029,0.00215444691308	0.47000338597,0.427749342753	0.0123281885336,0.0113511988947	[[22734, 221, 2], [4489, 20, 0]]
rs17021463	pheno_187.2	Testicular germ cell tumor	582 European ancestry male cases, 1,056 European ancestry male controls	1E-8	1.19	HPGDS, SMARCAD1	0.42	103.368421053	0.00153332523487	exm414240	0.000100996498788	103.368421053	0.0146203869823	[[11784, 2], [57, 1]]
rs6842241	pheno_433.5	Intracranial aneurysm	1,383 Japanese ancestry cases, 5,484 Japanese ancestry controls	1E-8	1.25	EDNRA	0.694	41.3238255034	0.00423272479274	exm427449	8.41269307131e-05	41.3238255034	0.029900942591	[[24629, 4], [149, 1]]
rs13139571	pheno_401	Diastolic blood pressure	69,395 European ancestry individuals	2E-10	0.26	GUCY1A3, GUCY1B3	0.76	0.422822875022	0.0126077921681	exm430874	0.000605612004576	0.422822875022	0.0422915222134	[[14586, 18, 2], [12548, 8, 0]]
snp_name	pheno	Trait	Sample Size	pval_rep	OR_rep	Gene_rep	maf_common	cmb_odds_ratio	cmn_p_val	rare_snps	rare_snps_mafs	rare_snps_pvals	rare_snps_ors	A_cmb
rs13361189	pheno_555.1	Crohn's disease	1,748 cases,2,938 controls	2E-10	1.38	IRGM	0.08	3.74558615819	0.00670695582036	exm2275830	0.00164872139973	3.74558615819	0.0137204029993	[[21183, 64, 0], [440, 5, 0]]
rs2736100	pheno_165.1	Lung cancer	5,510 East Asian ancestry cases, 4,544 East Asian ancestry controls	4E-27	1.38	TERT, hTERT	0.4	6.59451421018	0.000852293171965	exm442026	0.000370096225019	6.59451421018	0.0020473461369	[[27937, 17], [1246, 5]]
rs3806932	pheno_530.15	Eosinophilic esophagitis (pediatric)	181 European descent adolescent cases, 1,974 European descent adolescent controls	3E-9	1.85	WDR36	0.54	3.70833333333	0.0122370277511	exm470466	0.0111731843575	3.70833333333	0.0261497364847	[[18793, 417, 5], [46, 4, 0]]
rs3805663	pheno_187.2	Testicular germ cell tumor	986 European ancestry cases, 4,946 European ancestry controls	2E-8	1.25	CATSPER3,PITX1	0.63	5.06818181818	0.00391155158071	exm478882,exm478837	0.000201891046132,0.00709911849808	68.9298245614,3.83841363487	0.0194404897796,0.0474889112219	[[11625, 165, 0], [54, 4, 0]]
rs2853677	pheno_165.1	Lung adenocarcinoma	1,695 Japanese ancestry cases, 5,333 Japanese ancestry controls	3E-40	1.41	TERT	0.3	6.59451421018	0.000852293171965	exm442026	0.000370096225019	6.59451421018	0.0020473461369	[[27937, 17], [1246, 5]]
snp_name	pheno	Trait	Sample Size	pval_rep	OR_rep	Gene_rep	maf_common	cmb_odds_ratio	cmn_p_val	rare_snps	rare_snps_mafs	rare_snps_pvals	rare_snps_ors	A_cmb
rs9264942	pheno_555.1	Crohn's disease	Up to 12,924 European ancestry cases, up to 21,442 European ancestry controls	5E-28	1.15	HLA-C,PSORS1C1,NFKBIL1,MICB	0.378	1.48764164934	0.018677989569	exm-rs2524229	0.0244834084943	1.48764164934	0.0370725080168	[[20213, 1017, 11], [414, 30, 1]]
rs9491697	pheno_555.1	Crohn's disease	Up to 12,924 European ancestry cases, up to 21,442 European ancestry controls	4E-10	1.08	Intergenic	0.439	15.9834462002	0.00282108481508	exm576579	0.000302806002288	15.9834462002	0.0108320821111	[[21242, 6], [443, 2]]
rs17309827	pheno_555.1	Crohn's disease	6,333 European ancestry cases, 15,056 European ancestry controls	7E-9	1.10	intergenic	0.639	5.76190045249	0.00750662044362	exm513426	0.000656079671624	5.76190045249	0.0192064680639	[[21223, 25], [442, 3]]
rs1799945	pheno_401	Hypertension	69,395 European ancestry individuals	2E-10	0.10	HFE	0.14	0.178900573321	0.00301107506601	exm521728	0.000269296798734	0.178900573321	0.0165326137776	[[14588, 13], [12545, 2]]
rs522162	pheno_362.2	Age-related macular degeneration	1,207 European ancestry cases, 686 European ancestry controls	2E-10	2.33	RDBP,CFB, ATF6B,STK19	0.93	3.22942292393	0.00282453667192	exm533229,exm533622	0.00159819656135,0.00163272176401	3.27359513994,3.18854415274	0.00482000475849,0.00556611378541	[[26386, 78], [838, 8]]
rs429608	pheno_362.2	Age-related macular degeneration	6,713 European ancestry cases, 48,402 European ancestry contols, 110 Southern Indian ancestry cases, 119 Southern Indian ancestry controls, 827 Japanese ancestry cases, 3,323 Japanese ancestry controls	4E-89	1.74	C2, CFB	0.86	3.22942292393	0.00282453667192	exm533229,exm533622	0.00159819656135,0.00163272176401	3.27359513994,3.18854415274	0.00482000475849,0.00556611378541	[[26386, 78], [838, 8]]
rs12153855	pheno_362.2	Age-related macular degeneration	893 European ancestry cases, 2,199 European ancestry controls	1E-9	1.44	TNXB	0.011	3.54717741935	0.000920073725791	exm534536	0.00168287839521	3.54717741935	0.00175003165179	[[26391, 80], [837, 9]]
rs541862	pheno_362.2	Age-related macular degeneration	893 European ancestry cases, 2,199 European ancestry controls	9E-17	1.89	CFB	0.99	3.22942292393	0.00282453667192	exm533229,exm533622	0.00159819656135,0.00163272176401	3.27359513994,3.18854415274	0.00482000475849,0.00556611378541	[[26386, 78], [838, 8]]
rs641153	pheno_362.2	Age-related macular degeneration	2,594 European ancestry cases, 4,134 European ancestry controls	6E-31	1.85	CFB	0.9	3.27359513994	0.00260675372272	exm533229	0.00159819656135	3.27359513994	0.00482000475849	[[26404, 77], [838, 8]]
rs9332739	pheno_362.2	Age-related macular degeneration	2,594 European ancestry cases, 4,134 European ancestry controls	2E-23	2.17	C2	0.96	3.27359513994	0.00260675372272	exm533229	0.00159819656135	3.27359513994	0.00482000475849	[[26404, 77], [838, 8]]
rs9380272	pheno_362.2	Age-related macular degeneration	2,978 European ancestry cases, 2,859 European ancestry controls	2E-8	4.31	C2,CFB	0.012	3.27359513994	0.00260675372272	exm533229	0.00159819656135	3.27359513994	0.00482000475849	[[26404, 77], [838, 8]]
rs1150754	pheno_695.42	Systemic lupus erythematosus	811 anti-dsDNA positive European ancestry cases, 906 anti-dsDNA negative European ancestry cases, 4,813 European ancestry controls	6E-29	2.21	TNXB	0.13	2.0120386679	0.00926570752014	exm534264	0.00802624936901	2.0120386679	0.0197241889029	[[24528, 391, 5], [423, 12, 1]]
rs548234	pheno_695.42	Systemic lupus erythematosus	1,047 Chinese Han cases, 1,205 Chinese Han controls	5E-12	1.25	PRDM1, ATG5	0.26	3.11202281483	0.0139574028522	exm568967	0.00195141645919	3.11202281483	0.0264615543165	[[24835, 90, 1], [432, 5, 0]]
rs2180341	pheno_174.11	Breast cancer	249 Ashkenazi Jewish ancestry non-BRCA1/2 carriers cases, 299 Ashkenazi Jewish ancestry non-BRCA1/2 carriers controls	3E-8	1.41	ECHDC1,RNF146	0.21	16.9164345404	0.0142453463191	exm576641	8.41212692217e-05	16.9164345404	0.031225414494	[[12146, 1], [1436, 2]]
rs610604	pheno_696.4	Psoriasis	1,359 cases, 1,400 controls	9E-12	1.19	TNFAIP3	0.32	30.6520618557	0.00902804464684	exm581589	5.05765729314e-05	30.6520618557	0.0474984815062	[[23786, 2], [388, 1]]
rs3131296	pheno_295.1	Schizophrenia	2,663 European ancestry cases, 13,498 European ancestry controls	2E-10	1.19	MHC, NOTCH4	0.87	9.65901171999	0.0013099037066	exm535088,exm535036	0.00025233833524,0.00180007402174	25.8253164557,7.24323361823	0.0421251577972,0.0339222867782	[[20329, 82], [77, 3]]
rs2517532	pheno_244.4	Hypothyroidism	3,736 European ancestry cases, 35,546 European ancestry controls	1E-8	1.16	LOC729792, HCG22, C6orf15, HLA-C, HLA-B, DHFRP2, HCP5	0.597	1.41398837761	0.00292594858281	exm529579	0.0105499565923	1.41398837761	0.00623323962821	[[20439, 408], [2976, 84]]
