SNP	pheno	maf	PheWAS_MAF_W	prev	table	minN	jd_string	PheWAS_OR	PheWAS_P	logit_OR	logit_p-val	fisher_OR	fisher_pval	exact_OR	exact_p-val	pval_norm	bayes factor
exm1052799	pheno_802	1.05E-03	0.001046	8.46E-03	"[[22307, 43], [197, 4]]"	4	Fracture of pelvis	18.51	9.00E-08	17.47	1.29E-07	10.53	8.10E-04	10.53	2.39E-04	1.06E-05	12.46
exm1052962	pheno_870.6	4.22E-03	0.004222	8.77E-04	"[[25989, 210, 0], [20, 2, 1]]"	4	Open wound of neck	20.35	2.13E-08	20.52	1.44E-08	23.67	3.85E-05	23.67	7.32E-06	3.63E-09	20.36
exm1053243	pheno_731	1.76E-03	0.001761	1.38E-03	"[[22037, 72], [29, 3]]"	3	Osteitis deformans and osteopathies associated with other disorders classified elsewhere	39.59	4.89E-09	36.48	8.37E-09	31.66	1.73E-04	31.66	2.81E-05	4.13E-08	9.72
exm1053243	pheno_394.2	1.76E-03	0.001761	5.85E-03	"[[21684, 71], [131, 5]]"	5	Mitral valve disease	13.55	4.21E-08	13.17	5.37E-08	11.66	1.12E-04	11.66	3.14E-05	2.51E-07	26.56
exm1054490	pheno_642.1	2.42E-03	0.002417	6.86E-03	"[[15062, 72], [100, 5]]"	5	Preeclampsia and eclampsia	13	1.23E-07	0	0.00E+00	10.46	1.88E-04	10.46	5.59E-05	9.01E-07	23.51
exm1054959	pheno_333.8	2.00E-03	0.002001	1.41E-03	"[[22597, 94], [29, 3]]"	3	Other degenerative diseases of the basal ganglia	27.09	1.40E-07	27.65	9.66E-08	24.87	3.42E-04	24.87	6.25E-05	3.03E-07	9.18
exm1055697	pheno_626.11	1.09E-03	0.001093	1.44E-02	"[[11050, 21], [157, 5]]"	5	Absent or infrequent menstruation	15.16	1.01E-07	0	0.00E+00	16.76	3.02E-05	16.76	7.76E-06	2.56E-08	29.02
exm1056970	pheno_597.8	2.68E-03	0.002674	6.18E-03	"[[26410, 133], [158, 7]]"	7	Urethral hypermobility/ISD	9.79	1.46E-08	9.33	2.46E-08	8.8	2.73E-05	8.8	8.91E-06	4.93E-08	68.2
exm1057912	pheno_715.2	1.09E-03	0.001093	2.30E-03	"[[24254, 42], [53, 3]]"	3	Ankylosing spondylitis	38.39	5.74E-09	38.27	4.06E-09	32.69	1.53E-04	32.69	2.49E-05	2.53E-08	9.92
exm1058296	pheno_876	6.39E-03	0.006391	1.98E-03	"[[25877, 321, 5], [47, 4, 1]]"	6	Posttraumatic wound infection not elsewhere classified	8.3	1.22E-07	8.15	1.49E-07	9.63	5.98E-05	9.63	1.82E-05	1.24E-07	43.18
exm1059236	pheno_292.2	1.16E-03	0.00116	1.45E-03	"[[24003, 60], [32, 3]]"	3	Mild cognitive impairment	51.25	7.94E-10	43.77	1.98E-09	37.5	1.05E-04	37.5	1.58E-05	8.58E-09	10.11
exm1060234	pheno_530.6	1.38E-03	0.001379	2.13E-03	"[[19171, 49], [38, 3]]"	3	"Diverticulum of esophagus, acquired"	36.76	3.46E-08	34.31	2.73E-08	30.89	1.84E-04	30.89	3.07E-05	4.87E-08	9.7
exm1062820	pheno_526.3	3.48E-03	0.003483	1.34E-03	"[[27308, 186], [33, 4]]"	4	Anomalies of jaw size/symmetry	18.07	1.15E-07	17.33	1.74E-07	17.8	1.22E-04	17.8	2.67E-05	1.08E-07	17.14
exm106534	pheno_743.21	1.04E-03	0.001043	7.58E-03	"[[22988, 44], [171, 5]]"	5	Pathologic fracture of vertebrae	15.89	3.24E-08	15.63	2.79E-08	15.28	3.45E-05	15.28	8.70E-06	1.67E-08	32.02
exm1065517	pheno_292.1	7.50E-03	0.007517	2.14E-02	"[[23711, 350, 2], [502, 22, 1]]"	24	Aphasia/speech disturbance	3.07	1.40E-07	3.11	9.84E-08	3.16	2.73E-06	3.16	1.54E-06	5.76E-08	1346.95
exm106603	pheno_282.9	1.56E-03	0.001564	4.23E-03	"[[19000, 57], [76, 5]]"	5	Other hereditary hemolytic anemias	23.45	6.56E-10	22.69	1.24E-09	21.93	6.42E-06	21.93	1.34E-06	2.03E-10	40.48
exm106603	pheno_283.2	1.56E-03	0.001564	3.35E-03	"[[19000, 57], [60, 4]]"	4	Non-autoimmune hemolytic anemias	23.38	5.01E-09	23.01	5.22E-09	22.22	5.16E-05	22.22	1.04E-05	9.89E-09	19.28
exm106603	pheno_282	1.56E-03	0.001564	5.64E-03	"[[19000, 57], [103, 5]]"	5	Hereditary hemolytic anemias	17.02	1.19E-08	16.58	1.85E-08	16.18	2.60E-05	16.18	6.28E-06	7.67E-09	33.79
exm1066104	pheno_370.1	1.79E-03	0.001792	2.72E-03	"[[22687, 74], [63, 4]]"	4	Corneal ulcer	20.26	1.68E-08	20.22	1.46E-08	19.47	8.21E-05	19.47	1.76E-05	3.20E-08	18.47
exm1066585	pheno_735.22	1.62E-03	0.001614	9.09E-04	"[[26286, 82, 1], [21, 3, 0]]"	3	Claw toe (acquired)	32.83	8.10E-09	32.88	5.40E-09	41.79	7.09E-05	41.79	1.00E-05	1.70E-09	10.68
exm1068060	pheno_710	2.69E-03	0.002692	2.36E-02	"[[24158, 128, 1], [571, 16, 0]]"	16	"Osteomyelitis, periostitis, and other infections involving bone"	4.93	1.99E-09	4.94	1.78E-09	5.15	4.13E-07	5.15	1.86E-07	7.44E-10	1331.82
exm1068060	pheno_710.1	2.69E-03	0.002692	2.27E-02	"[[24158, 128, 1], [548, 15, 0]]"	15	Osteomyelitis	4.8	9.59E-09	4.82	8.53E-09	5.03	1.19E-06	5.03	5.41E-07	3.68E-09	789.78
exm1068136	pheno_816	1.43E-03	0.001429	1.25E-03	"[[28631, 77, 1], [33, 3, 0]]"	3	Cerebral laceration and contusion	24.42	6.33E-08	25.17	3.41E-08	31.56	1.55E-04	31.56	2.53E-05	1.97E-08	10.22
exm1068322	pheno_255.3	1.50E-02	0.01495	1.17E-03	"[[24966, 754, 6], [22, 8, 0]]"	8	Adrenogenital disorders	10.96	9.59E-10	10.36	2.67E-09	10.18	3.22E-06	10.18	9.66E-07	1.38E-09	139.05
exm1069490	pheno_286.12	1.03E-03	0.001026	1.50E-03	"[[22509, 49], [31, 3]]"	3	Congenital deficiency of other clotting factors (including factor VII)	48.98	5.78E-10	47.38	6.39E-10	44.45	6.54E-05	44.45	9.11E-06	2.04E-09	10.33
exm1070202	pheno_187.2	1.16E-03	0.00116	4.90E-03	"[[11774, 18], [55, 3]]"	3	Malignant neoplasm of testis	35.26	3.12E-08	0	0.00E+00	35.68	1.39E-04	35.68	2.28E-05	3.36E-08	9.44
exm1073244	pheno_599.8	4.61E-03	0.004608	1.82E-03	"[[21779, 203, 0], [36, 3, 1]]"	5	Other symptoms involving urinary system	13.15	3.98E-08	13.65	2.31E-08	14.37	4.04E-05	14.37	1.00E-05	1.79E-08	32.85
exm1073661	pheno_149.3	4.48E-03	0.004473	1.53E-03	"[[27757, 244], [38, 5]]"	5	Cancer of hypopharynx	14.71	2.61E-08	15.39	1.47E-08	14.97	3.87E-05	14.97	9.42E-06	2.38E-08	31.11
exm107506	pheno_259.8	4.98E-03	0.004978	8.93E-04	"[[25473, 249, 6], [19, 4, 0]]"	4	Polyglandular activity in multiple endocrine adenomatosis	12.87	8.26E-08	12.77	8.66E-08	18.68	9.43E-05	18.68	2.02E-05	4.53E-08	18.23
exm1077952	pheno_800.2	1.36E-03	0.001363	8.92E-03	"[[25374, 63, 0], [224, 4, 1]]"	6	Fracture of unspecified part of femur	9.34	1.24E-07	9.22	1.66E-07	10.71	3.64E-05	10.71	1.10E-05	4.58E-08	46.96
exm1078163	pheno_375	1.03E-03	0.001026	3.82E-03	"[[25757, 53], [95, 4]]"	4	Disorders of lacrimal system	20.3	1.37E-08	20.17	1.36E-08	20.46	6.78E-05	20.46	1.43E-05	1.88E-08	18.94
exm1079829	pheno_474.1	1.18E-03	0.001177	1.48E-03	"[[20890, 52], [28, 3]]"	3	Acute tonsillitis	43.89	4.23E-09	42.64	7.23E-09	43.04	7.28E-05	43.04	1.03E-05	3.05E-09	10.21
exm1081043	pheno_575.1	2.13E-03	0.002126	8.59E-03	"[[27165, 109], [229, 8]]"	8	Cholangitis	8.96	4.59E-09	8.78	5.66E-09	8.71	8.20E-06	8.71	2.74E-06	7.42E-09	119.7
exm1081043	pheno_571.6	2.13E-03	0.002126	1.01E-02	"[[23127, 101], [229, 8]]"	8	Primary biliary cirrhosis	8.09	2.44E-08	7.7	4.81E-08	8	1.52E-05	8	5.31E-06	2.94E-08	100.43
exm1081369	pheno_571.6	1.25E-03	0.001247	1.01E-02	"[[23206, 53], [232, 6]]"	6	Primary biliary cirrhosis	11.43	2.79E-08	10.76	5.41E-08	11.32	2.92E-05	11.32	8.61E-06	3.25E-08	47.67
exm1081492	pheno_451.2	3.67E-02	0.03666	9.46E-03	"[[21030, 1561, 28], [181, 32, 3]]"	38	Phlebitis and thrombophlebitis of lower extremities	2.63	2.26E-08	2.63	2.23E-08	2.6	6.99E-07	2.6	3.61E-07	1.90E-08	5833.34
exm1081887	pheno_523.3	2.59E-02	0.02586	3.37E-03	"[[26104, 1387, 2], [76, 17, 0]]"	17	Periodontitis (acute or chronic)	4.19	9.83E-08	4.15	1.10E-07	3.88	6.61E-06	3.88	3.28E-06	1.04E-07	501.16
exm1084167	pheno_149.3	2.51E-03	0.002506	1.53E-03	"[[27865, 135], [39, 4]]"	4	Cancer of hypopharynx	25.43	2.02E-09	26.4	1.29E-09	21.17	6.14E-05	21.17	1.24E-05	1.57E-08	18.95
exm1084167	pheno_592.13	2.51E-03	0.002506	3.10E-03	"[[21132, 107], [61, 5]]"	5	Chronic interstitial cystitis	14.13	4.97E-08	14.12	4.08E-08	16.19	2.54E-05	16.19	6.02E-06	6.89E-09	34.17
exm1085535	pheno_112.3	3.01E-03	0.003005	3.84E-03	"[[25458, 149, 0], [93, 6, 0]]"	6	Candidiasis of skin and nails	11.12	2.07E-08	11.09	2.11E-08	10.71	3.28E-05	10.71	9.60E-06	2.86E-08	50.17
exm1086230	pheno_642.1	2.43E-03	0.002431	6.86E-03	"[[15075, 78], [99, 6]]"	6	Preeclampsia and eclampsia	14.26	2.77E-09	0	0.00E+00	11.71	2.42E-05	11.71	6.91E-06	2.06E-08	49.71
exm1086230	pheno_575.1	2.43E-03	0.002431	8.59E-03	"[[27137, 126], [229, 8]]"	8	Cholangitis	7.8	3.56E-08	7.74	3.49E-08	7.52	2.22E-05	7.52	7.91E-06	6.00E-08	92.06
exm1086336	pheno_523.1	2.78E-03	0.002776	7.65E-03	"[[27355, 144, 1], [204, 8, 0]]"	8	Gingivitis	6.91	1.05E-07	6.85	1.22E-07	7.23	2.71E-05	7.23	9.82E-06	8.08E-08	89.48
exm1086782	pheno_010	1.18E-03	0.001195	1.80E-03	"[[24891, 59], [42, 3]]"	3	Tuberculosis	34.91	1.10E-08	32.56	1.50E-08	30.13	1.92E-04	30.13	3.21E-05	4.95E-08	9.77
exm1092064	pheno_580.4	2.66E-03	0.002664	3.89E-03	"[[22092, 112], [82, 5]]"	5	"Renal sclerosis, NOS"	12.01	1.38E-07	12.27	1.02E-07	12.03	9.58E-05	12.03	2.63E-05	1.71E-07	27.48
exm1094882	pheno_157	1.49E-03	0.001485	8.60E-03	"[[25191, 75], [214, 6]]"	6	Pancreatic cancer	10.15	9.13E-08	9.66	1.74E-07	9.42	7.31E-05	9.42	2.32E-05	2.27E-07	39.9
exm1095188	pheno_271.9	1.08E-03	0.001076	6.75E-04	"[[29528, 59, 1], [18, 2, 0]]"	2	Other disorders of carbohydrate transport and metabolism	46.52	1.39E-07	60	5.63E-08	51.01	8.47E-04	51.01	1.03E-04	2.49E-07	4.64
exm1097059	pheno_743.22	1.51E-03	0.001514	4.28E-03	"[[22973, 58], [95, 4]]"	4	Pathologic fracture of femur	17.48	7.03E-08	17.48	7.09E-08	16.68	1.46E-04	16.68	3.39E-05	1.46E-07	17.1
exm1097680	pheno_701.3	1.16E-03	0.00116	1.97E-03	"[[26348, 61], [49, 3]]"	3	Circumscribed scleroderma	29.18	4.54E-08	28.78	4.74E-08	26.44	2.74E-04	26.44	4.90E-05	1.38E-07	9.53
exm1097680	pheno_258	1.16E-03	0.00116	2.29E-03	"[[25669, 58], [56, 3]]"	3	Iatrogenic endocrine disorders	25.99	1.21E-07	26.07	1.02E-07	23.71	3.73E-04	23.71	7.04E-05	3.35E-07	9.26
exm1098203	pheno_360.2	2.68E-03	0.002676	1.66E-03	"[[26326, 136, 1], [41, 2, 1]]"	4	Progressive myopia	15.31	3.60E-08	14.65	5.15E-08	18.22	9.66E-05	18.22	2.10E-05	3.90E-08	18.7
exm1099035	pheno_871.3	1.94E-03	0.001934	2.17E-03	"[[26112, 94, 1], [53, 4, 0]]"	4	Open wound of foot except toe(s) alone	19.37	8.22E-09	16.49	4.67E-08	19.82	7.03E-05	19.82	1.48E-05	1.60E-08	19.53
exm1099035	pheno_110.13	1.94E-03	0.001934	3.37E-03	"[[25613, 96, 1], [83, 4, 0]]"	4	Dermatophytosis of the body	14.77	1.40E-07	11.35	1.41E-06	12.32	4.11E-04	12.32	1.09E-04	1.73E-06	14.8
exm1101699	pheno_530.9	4.43E-03	0.004423	9.38E-03	"[[19060, 157, 0], [173, 9, 0]]"	9	Heartburn	6.41	1.36E-07	6.43	1.23E-07	6.18	2.97E-05	6.18	1.17E-05	1.66E-07	105.08
exm1105441	pheno_586.3	5.54E-03	0.005533	1.53E-03	"[[22023, 228, 5], [29, 5, 0]]"	5	Vascular disorders of kidney/hypertrophy	12.64	1.05E-08	11.95	1.39E-08	14.76	3.64E-05	14.76	8.90E-06	1.46E-08	33.14
exm1106680	pheno_642.1	2.20E-03	0.002194	6.86E-03	"[[15084, 68], [99, 6]]"	6	Preeclampsia and eclampsia	16.33	5.56E-10	0	0.00E+00	13.44	1.17E-05	13.44	3.13E-06	3.84E-09	56.73
exm1107163	pheno_728.1	1.46E-03	0.001463	9.75E-04	"[[23500, 58, 2], [20, 3, 0]]"	3	Muscular calcification and ossification	27.2	1.04E-08	27.51	7.08E-09	52.95	3.63E-05	52.95	4.60E-06	1.91E-10	10.98
exm1108572	pheno_642.1	1.76E-03	0.001757	6.86E-03	"[[15080, 56], [99, 5]]"	5	Preeclampsia and eclampsia	17.06	7.83E-09	0	0.00E+00	13.6	5.90E-05	13.6	1.56E-05	6.26E-08	29.23
exm1110501	pheno_642.1	3.17E-03	0.003164	6.86E-03	"[[15024, 100], [97, 7]]"	7	Preeclampsia and eclampsia	12.14	1.88E-09	0	0.00E+00	10.84	8.43E-06	10.84	2.51E-06	4.53E-09	85.62
exm1110501	pheno_697	3.17E-03	0.003164	1.11E-02	"[[24937, 154], [270, 11]]"	11	Sarcoidosis	6.2	1.09E-08	6.45	4.78E-09	6.6	2.47E-06	6.6	9.54E-07	3.22E-09	330.48
exm1110501	pheno_575.1	3.17E-03	0.003164	8.59E-03	"[[27036, 165], [224, 9]]"	9	Cholangitis	6.85	3.99E-08	6.8	4.08E-08	6.58	1.91E-05	6.58	7.29E-06	7.26E-08	119.43
exm1114645	pheno_459.9	3.45E-03	0.003444	1.69E-02	"[[21150, 136], [377, 11]]"	11	Circulatory disease NEC	5.62	9.89E-08	5.31	2.09E-07	4.54	7.07E-05	4.54	3.29E-05	1.81E-06	99.08
exm1116107	pheno_539	1.06E-03	0.00106	7.22E-03	"[[29367, 58], [209, 5]]"	5	Bariatric surgery	13.54	4.43E-08	13.58	4.19E-08	12.11	9.36E-05	12.11	2.61E-05	1.66E-07	27.49
exm1116495	pheno_259.8	1.26E-03	0.001261	8.93E-04	"[[25671, 54, 2], [20, 3, 0]]"	3	Polyglandular activity in multiple endocrine adenomatosis	30.23	5.21E-09	32.02	2.15E-09	61.82	2.31E-05	61.82	2.72E-06	3.86E-11	11.2
exm111896	pheno_713.5	1.67E-03	0.001669	3.36E-03	"[[24149, 79], [78, 4]]"	4	Arthropathy associated with neurological disorders	17.43	6.84E-08	16.76	8.84E-08	15.68	1.80E-04	15.68	4.28E-05	2.46E-07	16.66
exm1119928	pheno_340.1	1.42E-03	0.001415	4.44E-03	"[[27895, 75, 1], [119, 5, 0]]"	5	Migrain with aura	13.72	1.39E-08	13.4	1.95E-08	14.93	3.33E-05	14.93	8.28E-06	1.04E-08	34.2
exm112120	pheno_703.8	1.50E-03	0.001497	1.58E-03	"[[27795, 82], [41, 3]]"	3	Other specified diseases of nail	25.49	1.26E-07	25.21	1.19E-07	24.8	3.30E-04	24.8	6.04E-05	2.39E-07	9.36
exm1124179	pheno_573.2	1.91E-02	0.01908	1.49E-02	"[[22451, 833, 5], [312, 32, 9]]"	50	Liver replaced by transplant	4	2.23E-20	4.02	1.85E-20	4.14	2.86E-11	4.14	1.11E-15	4.08E-21	nan
exm1124179	pheno_270.3	1.91E-02	0.01908	1.71E-02	"[[26634, 994, 6], [437, 30, 13]]"	56	Disorders of plasma protein metabolism	3.29	2.18E-17	3.29	2.00E-17	3.34	-5.52E-11	3.34	1.05E-13	1.13E-17	nan
exm1124179	pheno_571.51	1.91E-02	0.01908	2.99E-02	"[[22451, 833, 5], [654, 54, 9]]"	72	Cirrhosis of liver without mention of alcohol	2.82	1.55E-16	2.83	1.13E-16	2.87	2.64E-11	2.87	8.97E-14	4.18E-17	nan
exm1124179	pheno_270	1.91E-02	0.01908	2.07E-02	"[[26634, 994, 6], [537, 34, 13]]"	60	Disorders of protein plasma/amino-acid transport and metabolism	2.85	8.00E-15	2.84	8.93E-15	2.92	2.40E-11	2.92	3.19E-12	2.88E-15	nan
exm1124179	pheno_851	1.91E-02	0.01908	1.76E-02	"[[24137, 904, 11], [408, 33, 9]]"	51	Complications of transplants and reattached limbs	3.05	1.69E-14	3.01	2.95E-14	3.19	-2.69E-11	3.19	5.87E-12	3.54E-15	nan
