snp_name	pheno	Trait	Sample Size	pval_rep	OR_rep	Gene_rep	maf_common	cmb_odds_ratio	cmn_p_val	rare_snps	rare_snps_mafs	rare_snps_pvals	rare_snps_ors	A_cmb
rs660240	pheno_272.11	LDL cholesterol	up to 17,243 white European descent individuals	1E-26	0.04	CELSR2	0.21	0.833824921555	0.0004239383482	exm80759,exm81076	0.0388432810713,0.0229964336182	0.834162587371,0.838333723923	0.0077647517252,0.0481548856368	[[16300, 2263, 32], [3424, 393, 5]]
rs12740374	pheno_272.11	LDL cholesterol	19,840 individuals	2E-42	0.23	CELSR2, PSRC1, SORT1	0.21	0.833824921555	0.0004239383482	exm80759,exm81076	0.0388432810713,0.0229964336182	0.834162587371,0.838333723923	0.0077647517252,0.0481548856368	[[16300, 2263, 32], [3424, 393, 5]]
rs599839	pheno_272.11	LDL cholesterol	11,685 individuals	1E-33	0.16	CELSR2,PSRC1	0.19	0.833824921555	0.0004239383482	exm80759,exm81076	0.0388432810713,0.0229964336182	0.834162587371,0.838333723923	0.0077647517252,0.0481548856368	[[16300, 2263, 32], [3424, 393, 5]]
rs12103	pheno_555	Inflammatory bowel disease	12,924 European ancestry cases, 21,442 European ancestry controls	8E-13	1.10	TNFRSF18,TNFRSF4	0.182	11.4038772213	0.00618574638673	exm2272	0.000151847477645	11.4038772213	0.0202346057344	[[21177, 6], [619, 2]]
rs3790567	pheno_571.6	Primary biliary cirrhosis	453 European ancestry cases, 945 European ancestry controls,	8E-12	1.48	IL12RB2	0.232	14.2446351931	7.62100953347e-05	exm67329	0.00065727383039	14.2446351931	0.000290593439736	[[23233, 28], [233, 4]]
rs2240335	pheno_714.1	Rheumatoid arthritis	801 Korean cases, 757 Korean controls	2E-8	1.50	PADI4	0.4	8.63701067616	0.0127976211973	exm2250297,exm23613	0.000134693740108,0.000134580445461	8.63701067616,8.6368	0.0355384576263,0.0355399216267	[[24270, 5], [1124, 2]]
rs2476601	pheno_714.1	Rheumatoid arthritis	5,539 European ancestry cases, 20,169 European ancestry controls	9E-74	1.94	PTPN22	0.1	1.6947740113	0.0113931711265	exm85400	0.00635956795316	1.6947740113	0.019465152787	[[23998, 295], [1104, 23]]
rs2072499	pheno_187.2	Testicular germ cell tumor	986 European ancestry cases, 4,946 European ancestry controls	3E-8	1.19	SLC25A44	0.35	2.77270729271	0.0144107800222	exm108407	0.0201534217078	2.77270729271	0.0259902452061	[[11343, 443, 6], [52, 6, 0]]
rs599839	pheno_411	Coronary heart disease	22,233 European ancestry cases, 64,762 European ancestry controls	3E-10	1.11	SORT1	0.78	1.65978247649	0.00654134955896	exm80743	0.00228786757284	1.65978247649	0.0136654346902	[[21901, 87, 1], [5478, 37, 0]]
rs12740374	pheno_411	Coronary heart disease	8,090 African American individuals	9E-29	0.18	CELSR2	0.25	0.782712831096	0.00733447994081	exm80613	0.0125841184388	0.782712831096	0.0169085883081	[[21413, 569, 5], [5401, 114, 0]]
rs3126085	pheno_939	Atopic dermatitis	1,012 Han Chinese cases, 1,362 Han Chinese controls	6E-12	1.22	FLG	0.58	5.39835763365	0.00519092622611	exm99687	0.00033668900037	5.39835763365	0.0114783643847	[[24159, 13], [1377, 4]]
rs646776	pheno_411.2	Myocardial infarction (early onset)	2,967 cases, 3,075 controls	8E-12	1.19	CELSR2, PSRC1, SORT1	0.81	2.3423109933	0.000539447907417	exm80547,exm81020,exm80743	8.41127784133e-05,0.00102955195424,0.00228786757284	9.41383001499,2.55610920199,1.90522149953	0.0382938206916,0.0302300410478,0.0429225632313	[[19046, 116, 1], [1441, 21, 0]]
rs17465637	pheno_411.2	Myocardial infarction (early onset)	2,967 cases, 3,075 controls	1E-9	1.14	MIA3	0.72	6.05512172715	0.0108666179283	exm150967	0.000185135317086	6.05512172715	0.0244399379302	[[21970, 7], [1555, 3]]
rs17401966	pheno_155	Hepatocellular carcinoma	348 Chinese ancestry cases, 359 Chinese ancestry controls	2E-18	1.64	KIF1B,UBE4B,PGD	0.72	5.49564518581	0.0011202418861	exm12985	0.00211964201602	5.49564518581	0.00278696503412	[[25252, 101, 1], [221, 5, 0]]
